Index,Country,Date,Confirmed Cases,Confirmed Deaths,Population,region,total_cases,cases_in_last_7days,cases_in_last_24hrs,total_deaths,deaths_in_last_7days,deaths_in_last_24hrs
7340,Trinidad and Tobago,2/1/2022,112019,3412,1399491,,,,,,,
7341,Tunisia,2/1/2022,917814,26362,11818618,,,,,,,
7342,Turkey,2/1/2022,11722483,87614,84339067,,,,,,,
7343,Turks and Caicos Islands,2/1/2022,5745,34,38718,,,,,,,
7344,U.S. Virgin Islands,2/1/2022,14903,101,104423,,,,,,,
7345,Uganda,2/1/2022,161929,3538,45741000,,,,,,,
7346,Ukraine,2/1/2022,4287117,107086,43733759,,,,,,,
7347,United Arab Emirates,2/1/2022,847142,2248,9890400,,,,,,,
7348,United Kingdom,2/1/2022,17428345,156875,67886004,,,,,,,
7349,United States,2/1/2022,74913546,888299,331002647,,,,,,,
7350,Uruguay,2/1/2022,679878,6513,3473727,,,,,,,
7351,Uzbekistan,2/1/2022,224023,1568,33469199,,,,,,,
7352,Vanuatu,2/1/2022,7,1,307150,,,,,,,
7353,Holy See,2/1/2022,29,0,809,,,,,,,
7354,Venezuela,2/1/2022,485974,5447,28435943,,,,,,,
7355,Vietnam,2/1/2022,2286750,37777,97338583,,,,,,,
7356,Wallis and Futuna,2/1/2022,454,7,11246,,,,,,,
7357,Yemen,2/1/2022,11061,2013,29825968,,,,,,,
7358,Zambia,2/1/2022,305557,3920,18383956,,,,,,,
7359,Zimbabwe,2/1/2022,229851,5350,14862927,,,,,,,
7360,Afghanistan,2/2/2022,164190,7418,38928341,,,,,,,
7361,Albania,2/2/2022,261240,3362,2877800,,,,,,,
7362,Algeria,2/2/2022,254885,6604,43851043,,,,,,,
7363,American Samoa,2/2/2022,22,0,55197,,,,,,,
7364,Andorra,2/2/2022,36315,146,77265,,,,,,,
7365,Angola,2/2/2022,98267,1895,32866268,,,,,,,
7366,Anguilla,2/2/2022,2361,8,15002,,,,,,,
7367,Antarctica,2/2/2022,11,0,,,,,,,,
7368,Antigua and Barbuda,2/2/2022,6732,127,97928,,,,,,,
7369,Argentina,2/2/2022,8472848,121834,45195777,,,,,,,
7370,Armenia,2/2/2022,374878,8060,2963234,,,,,,,
7371,Aruba,2/2/2022,33146,193,106766,,,,,,,
7372,Australia,2/2/2022,2644760,3987,25499881,,,,,,,
7373,Austria,2/2/2022,1889437,17236,9006400,,,,,,,
7374,Azerbaijan,2/2/2022,670313,8779,10139175,,,,,,,
7375,Bahamas,2/2/2022,32645,748,393248,,,,,,,
7376,Bahrain,2/2/2022,390602,1409,1701583,,,,,,,
7377,Bangladesh,2/2/2022,1824180,28461,164689383,,,,,,,
7378,Barbados,2/2/2022,45897,282,287371,,,,,,,
7379,Belarus,2/2/2022,748505,6084,9449321,,,,,,,
7380,Belgium,2/2/2022,3229629,29132,11589616,,,,,,,
7381,Belize,2/2/2022,52775,629,397621,,,,,,,
7382,Benin,2/2/2022,26498,163,12123198,,,,,,,
7383,Bermuda,2/2/2022,10793,117,62273,,,,,,,
7384,Bhutan,2/2/2022,5393,4,771612,,,,,,,
7385,Bolivia,2/2/2022,863675,21045,11673029,,,,,,,
7386,Bosnia and Herzegovina,2/2/2022,351219,14555,3280815,,,,,,,
7387,Botswana,2/2/2022,253036,2581,2351625,,,,,,,
7388,Brazil,2/2/2022,25820745,629301,212559409,,,,,,,
7389,British Virgin Islands,2/2/2022,5875,49,30237,,,,,,,
7390,Brunei,2/2/2022,16691,98,437483,,,,,,,
7391,Bulgaria,2/2/2022,972260,33492,6948445,,,,,,,
7392,Burkina Faso,2/2/2022,20649,371,20903278,,,,,,,
7393,Burundi,2/2/2022,37469,38,11890781,,,,,,,
7394,Cambodia,2/2/2022,121438,3015,16718971,,,,,,,
7395,Cameroon,2/2/2022,116718,1880,26545864,,,,,,,
7396,Canada,2/2/2022,3100943,34881,37742157,,,,,,,
7397,Cape Verde,2/2/2022,55739,396,555988,,,,,,,
7398,"Bonaire, Sint Eustatius and Saba",2/2/2022,7103,28,26221,,,,,,,
7399,Cayman Islands,2/2/2022,13788,15,65720,,,,,,,
7400,Central African Republic,2/2/2022,14023,110,4829764,,,,,,,
7401,Chad,2/2/2022,7157,190,16425859,,,,,,,
7402,Channel Islands,2/2/2022,0,0,173859,,,,,,,
7403,Chile,2/2/2022,2221276,39742,19116209,,,,,,,
7404,China,2/2/2022,153648,5700,1471286879,,,,,,,
7405,Colombia,2/2/2022,5916825,134781,50882884,,,,,,,
7406,Comoros,2/2/2022,7833,160,869595,,,,,,,
7407,Congo (Brazzaville),2/2/2022,23705,371,5518092,,,,,,,
7408,Congo (Kinshasa),2/2/2022,85510,1278,89561404,,,,,,,
7409,Cook Islands,2/2/2022,2,0,17564,,,,,,,
7410,Costa Rica,2/2/2022,708560,7605,5094114,,,,,,,
7411,Cote d'Ivoire,2/2/2022,80783,785,26378275,,,,,,,
7412,Croatia,2/2/2022,954555,13947,4105268,,,,,,,
7413,Cuba,2/2/2022,1047860,8415,11326616,,,,,,,
7414,Curacao,2/2/2022,37426,237,164100,,,,,,,
7415,Cyprus,2/2/2022,262867,736,1207361,,,,,,,
7416,Czechia,2/2/2022,3100462,37281,10708982,,,,,,,
7417,Denmark,2/2/2022,1842936,3790,5792203,,,,,,,
7418,Djibouti,2/2/2022,15475,189,988002,,,,,,,
7419,Dominica,2/2/2022,9387,51,71991,,,,,,,
7420,Dominican Republic,2/2/2022,557919,4313,10847904,,,,,,,
7421,Ecuador,2/2/2022,745819,34639,17643060,,,,,,,
7422,Egypt,2/2/2022,430480,22735,102334403,,,,,,,
7423,El Salvador,2/2/2022,135109,3914,6486201,,,,,,,
7424,Equatorial Guinea,2/2/2022,15828,182,1402985,,,,,,,
7425,Eritrea,2/2/2022,9580,99,3546427,,,,,,,
7426,Estonia,2/2/2022,351240,2039,1326539,,,,,,,
7427,Eswatini,2/2/2022,68454,1376,1160164,,,,,,,
7428,Ethiopia,2/2/2022,465792,7346,114963583,,,,,,,
7429,Falkland Islands,2/2/2022,89,0,3483,,,,,,,
7430,Faroe Islands,2/2/2022,21457,19,48865,,,,,,,
7431,Fiji,2/2/2022,63147,809,896444,,,,,,,
7432,Finland,2/2/2022,501152,2012,5540718,,,,,,,
7433,France,2/2/2022,19378646,128804,65273512,,,,,,,
7434,French Guiana,2/2/2022,76054,378,298682,,,,,,,
7435,French Polynesia,2/2/2022,48731,636,280904,,,,,,,
7436,Gabon,2/2/2022,47148,301,2225728,,,,,,,
7437,Gambia,2/2/2022,11863,364,2416664,,,,,,,
7438,Georgia,2/2/2022,1226444,15060,3989175,,,,,,,
7439,Germany,2/2/2022,10186644,118170,83783945,,,,,,,
7440,Ghana,2/2/2022,156920,1395,31072945,,,,,,,
7441,Gibraltar,2/2/2022,13243,101,33691,,,,,,,
7442,Greece,2/2/2022,1984544,23721,10423056,,,,,,,
7443,Greenland,2/2/2022,10821,6,56772,,,,,,,
7444,Grenada,2/2/2022,12589,211,112519,,,,,,,
7445,Guadeloupe,2/2/2022,104179,855,400127,,,,,,,
7446,Guam,2/2/2022,33788,296,168783,,,,,,,
7447,Guatemala,2/2/2022,698385,16421,17915567,,,,,,,
7448,Guernsey,2/2/2022,11328,30,,,,,,,,
7449,Guinea,2/2/2022,36193,426,13132792,,,,,,,
7450,Guinea-Bissau,2/2/2022,7691,156,1967998,,,,,,,
7451,Guyana,2/2/2022,60385,1176,786559,,,,,,,
7452,Haiti,2/2/2022,29323,876,11402533,,,,,,,
7453,Honduras,2/2/2022,391874,10512,9904608,,,,,,,
7454,Hungary,2/2/2022,1582517,41548,9660350,,,,,,,
7455,Iceland,2/2/2022,70721,47,341250,,,,,,,
7456,India,2/2/2022,41803318,498983,1380004385,,,,,,,
7457,Indonesia,2/2/2022,4387286,144373,273523621,,,,,,,
7458,Iran,2/2/2022,6446404,132563,83992953,,,,,,,
7459,Iraq,2/2/2022,2226776,24430,40222503,,,,,,,
7460,Ireland,2/2/2022,1193156,6228,4937796,,,,,,,
7461,Isle of Man,2/2/2022,21745,71,85032,,,,,,,
7462,Israel,2/2/2022,3037135,8927,8655541,,,,,,,
7463,Italy,2/2/2022,11235745,147320,60461828,,,,,,,
7464,Jamaica,2/2/2022,124967,2675,2961161,,,,,,,
7465,Japan,2/2/2022,2916705,18977,126476458,,,,,,,
7466,Jersey,2/2/2022,31202,101,,,,,,,,
7467,Jordan,2/2/2022,1260983,13248,10203140,,,,,,,
7468,Kazakhstan,2/2/2022,1340410,18547,18776707,,,,,,,
7469,Kenya,2/2/2022,321671,5593,53771300,,,,,,,
7470,Kiribati,2/2/2022,767,0,119446,,,,,,,
7471,Kosovo,2/2/2022,210561,3027,1935259,,,,,,,
7472,Kuwait,2/2/2022,558745,2501,4270563,,,,,,,
7473,Kyrgyzstan,2/2/2022,198719,2889,6524191,,,,,,,
7474,Laos,2/2/2022,134901,553,7275556,,,,,,,
7475,Latvia,2/2/2022,412402,4911,1886202,,,,,,,
7476,Lebanon,2/2/2022,939282,9638,6825442,,,,,,,
7477,Lesotho,2/2/2022,32258,694,2142252,,,,,,,
7478,Liberia,2/2/2022,7272,290,5057677,,,,,,,
7479,Libya,2/2/2022,438303,6035,6871287,,,,,,,
7480,Liechtenstein,2/2/2022,9176,73,38137,,,,,,,
7481,Lithuania,2/2/2022,730245,7925,2722291,,,,,,,
7482,Luxembourg,2/2/2022,161986,956,625976,,,,,,,
7483,Madagascar,2/2/2022,59319,1274,27691019,,,,,,,
7484,Malawi,2/2/2022,84632,2564,19129955,,,,,,,
7485,Malaysia,2/2/2022,2882060,31992,32365998,,,,,,,
7486,Maldives,2/2/2022,143202,278,540542,,,,,,,
7487,Mali,2/2/2022,30131,715,20250834,,,,,,,
7488,Malta,2/2/2022,68193,556,441539,,,,,,,
7489,Marshall Islands,2/2/2022,7,0,59194,,,,,,,
7490,Martinique,2/2/2022,90745,833,375265,,,,,,,
7491,Mauritania,2/2/2022,58335,959,4649660,,,,,,,
7492,Mauritius,2/2/2022,108486,822,1271767,,,,,,,
7493,Mayotte,2/2/2022,36436,187,272813,,,,,,,
7494,Mexico,2/2/2022,4985689,306920,128932753,,,,,,,
7495,Micronesia,2/2/2022,1,0,115021,,,,,,,
7496,Moldova,2/2/2022,449840,10691,4033963,,,,,,,
7497,Monaco,2/2/2022,8183,48,39244,,,,,,,
7498,Mongolia,2/2/2022,849668,2116,3278292,,,,,,,
7499,Montenegro,2/2/2022,221214,2582,628062,,,,,,,
7500,Montserrat,2/2/2022,163,1,4999,,,,,,,
7501,Morocco,2/2/2022,1138847,15464,36910558,,,,,,,
7502,Mozambique,2/2/2022,224043,2180,31255435,,,,,,,
7503,Burma,2/2/2022,536536,19310,54409794,,,,,,,
7504,Namibia,2/2/2022,156044,3973,2540916,,,,,,,
7505,Nepal,2/2/2022,959775,11764,29136808,,,,,,,
7506,Netherlands,2/2/2022,4688119,21303,17134873,,,,,,,
7507,New Caledonia,2/2/2022,23231,284,285491,,,,,,,
7508,New Zealand,2/2/2022,17005,53,4822233,,,,,,,
7509,Nicaragua,2/2/2022,13727,221,6624554,,,,,,,
7510,Niger,2/2/2022,8656,301,24206636,,,,,,,
7511,Nigeria,2/2/2022,253405,3136,206139587,,,,,,,
7512,North Korea,2/2/2022,0,0,25778815,,,,,,,
7513,North Macedonia,2/2/2022,272437,8470,2083380,,,,,,,
7514,Northern Mariana Islands,2/2/2022,5314,23,57557,,,,,,,
7515,Norway,2/2/2022,827585,1467,5421242,,,,,,,
7516,Oman,2/2/2022,344043,4153,5106622,,,,,,,
7517,Pakistan,2/2/2022,1442263,29372,220892331,,,,,,,
7518,Palau,2/2/2022,1940,0,18092,,,,,,,
7519,West Bank and Gaza,2/2/2022,546176,5116,5101416,,,,,,,
7520,Panama,2/2/2022,705880,7752,4314768,,,,,,,
7521,Papua New Guinea,2/2/2022,37390,597,8947027,,,,,,,
7522,Paraguay,2/2/2022,594430,17426,7132530,,,,,,,
7523,Peru,2/2/2022,3286151,206220,32971846,,,,,,,
7524,Philippines,2/2/2022,3577298,54097,109581085,,,,,,,
7525,Poland,2/2/2022,4981321,105753,37846605,,,,,,,
7526,Portugal,2/2/2022,2771842,20024,10196707,,,,,,,
7527,Puerto Rico,2/2/2022,459638,3887,2860840,,,,,,,
7528,Qatar,2/2/2022,341628,649,2881060,,,,,,,
7529,Reunion,2/2/2022,226005,531,895308,,,,,,,
7530,Romania,2/2/2022,2292345,60242,19237682,,,,,,,
7531,Russia,2/2/2022,11936064,325986,145934460,,,,,,,
7532,Rwanda,2/2/2022,128971,1444,12952209,,,,,,,
7533,St. Martin (French part),2/2/2022,9439,61,38659,,,,,,,
7534,Samoa,2/2/2022,33,0,198410,,,,,,,
7535,San Marino,2/2/2022,13085,109,33938,,,,,,,
7536,São Tomé and Príncipe,2/2/2022,5903,70,219161,,,,,,,
7537,Saudi Arabia,2/2/2022,695217,8943,34813867,,,,,,,
7538,Senegal,2/2/2022,85072,1949,16743930,,,,,,,
7539,Serbia,2/2/2022,1714863,13748,6802111,,,,,,,
7540,Seychelles,2/2/2022,37194,154,98340,,,,,,,
7541,Sierra Leone,2/2/2022,7625,125,7976985,,,,,,,
7542,Singapore,2/2/2022,362176,859,5850343,,,,,,,
7543,Sint Maarten,2/2/2022,9353,79,42882,,,,,,,
7544,Slovakia,2/2/2022,1617288,17877,5459643,,,,,,,
7545,Slovenia,2/2/2022,745980,5893,2078932,,,,,,,
7546,Solomon Islands,2/2/2022,2167,15,686878,,,,,,,
7547,Somalia,2/2/2022,26067,1335,15893219,,,,,,,
7548,South Africa,2/2/2022,3612809,95463,59308690,,,,,,,
7549,South Korea,2/2/2022,907214,6812,51269183,,,,,,,
7550,South Sudan,2/2/2022,16810,137,11193729,,,,,,,
7551,Spain,2/2/2022,10125348,93857,46754783,,,,,,,
7552,Sri Lanka,2/2/2022,613478,15492,21413250,,,,,,,
7553,St. Barthelemy,2/2/2022,3435,6,9885,,,,,,,
7554,St. Helena,2/2/2022,4,0,6071,,,,,,,
7555,St. Kitts and Nevis,2/2/2022,5453,37,53192,,,,,,,
7556,St. Lucia,2/2/2022,21081,333,183629,,,,,,,
7557,St. Pierre and Miquelon,2/2/2022,946,1,5795,,,,,,,
7558,St. Vincent and Grenadines,2/2/2022,7939,95,110947,,,,,,,
7559,Sudan,2/2/2022,58623,3533,43849269,,,,,,,
7560,Suriname,2/2/2022,74470,1271,586634,,,,,,,
7561,Sweden,2/2/2022,2223115,16028,10099270,,,,,,,
7562,Switzerland,2/2/2022,2294471,12749,8654618,,,,,,,
7563,Syria,2/2/2022,51569,2995,17500657,,,,,,,
7564,Tajikistan,2/2/2022,17724,125,9537642,,,,,,,
7565,Tanzania,2/2/2022,33230,789,59734213,,,,,,,
7566,Thailand,2/2/2022,2465723,22228,69799978,,,,,,,
7567,Timor-Leste,2/2/2022,20136,122,1318442,,,,,,,
7568,Togo,2/2/2022,36538,268,8278737,,,,,,,
7569,Tonga,2/2/2022,5,0,105697,,,,,,,
7570,Trinidad and Tobago,2/2/2022,112679,3423,1399491,,,,,,,
7571,Tunisia,2/2/2022,917814,26362,11818618,,,,,,,
7572,Turkey,2/2/2022,11833165,87831,84339067,,,,,,,
7573,Turks and Caicos Islands,2/2/2022,5770,34,38718,,,,,,,
7574,U.S. Virgin Islands,2/2/2022,14935,102,104423,,,,,,,
7575,Uganda,2/2/2022,162007,3545,45741000,,,,,,,
7576,Ukraine,2/2/2022,4323009,107303,43733759,,,,,,,
7577,United Arab Emirates,2/2/2022,849305,2251,9890400,,,,,,,
7578,United Kingdom,2/2/2022,17515199,157409,67886004,,,,,,,
7579,United States,2/2/2022,75240768,891893,331002647,,,,,,,
7580,Uruguay,2/2/2022,690496,6540,3473727,,,,,,,
7581,Uzbekistan,2/2/2022,225110,1571,33469199,,,,,,,
7582,Vanuatu,2/2/2022,7,1,307150,,,,,,,
7583,Holy See,2/2/2022,29,0,809,,,,,,,
7584,Venezuela,2/2/2022,487775,5454,28435943,,,,,,,
7585,Vietnam,2/2/2022,2295494,37777,97338583,,,,,,,
7586,Wallis and Futuna,2/2/2022,454,7,11246,,,,,,,
7587,Yemen,2/2/2022,11113,2018,29825968,,,,,,,
7588,Zambia,2/2/2022,305959,3921,18383956,,,,,,,
7589,Zimbabwe,2/2/2022,230012,5352,14862927,,,,,,,
7590,Afghanistan,2/3/2022,164727,7420,38928341,,,,,,,
7591,Albania,2/3/2022,261240,3362,2877800,,,,,,,
7592,Algeria,2/3/2022,255836,6618,43851043,,,,,,,
7593,American Samoa,2/3/2022,35,0,55197,,,,,,,
7594,Andorra,2/3/2022,36470,147,77265,,,,,,,
7595,Angola,2/3/2022,98319,1896,32866268,,,,,,,
7596,Anguilla,2/3/2022,2384,8,15002,,,,,,,
7597,Antarctica,2/3/2022,11,0,,,,,,,,
7598,Antigua and Barbuda,2/3/2022,6732,127,97928,,,,,,,
7599,Argentina,2/3/2022,8515285,122152,45195777,,,,,,,
7600,Armenia,2/3/2022,379266,8065,2963234,,,,,,,
7601,Aruba,2/3/2022,33200,194,106766,,,,,,,
7602,Australia,2/3/2022,2676939,4073,25499881,,,,,,,
7603,Austria,2/3/2022,1933415,17252,9006400,,,,,,,
7604,Azerbaijan,2/3/2022,676426,8797,10139175,,,,,,,
7605,Bahamas,2/3/2022,32680,748,393248,,,,,,,
7606,Bahrain,2/3/2022,398665,1410,1701583,,,,,,,
7607,Bangladesh,2/3/2022,1835776,28494,164689383,,,,,,,
7608,Barbados,2/3/2022,46506,283,287371,,,,,,,
7609,Belarus,2/3/2022,753495,6099,9449321,,,,,,,
7610,Belgium,2/3/2022,3267656,29185,11589616,,,,,,,
7611,Belize,2/3/2022,53198,629,397621,,,,,,,
7612,Benin,2/3/2022,26498,163,12123198,,,,,,,
7613,Bermuda,2/3/2022,10921,118,62273,,,,,,,
7614,Bhutan,2/3/2022,5532,4,771612,,,,,,,
7615,Bolivia,2/3/2022,867071,21073,11673029,,,,,,,
7616,Bosnia and Herzegovina,2/3/2022,353137,14603,3280815,,,,,,,
7617,Botswana,2/3/2022,256041,2585,2351625,,,,,,,
7618,Brazil,2/3/2022,26107894,630301,212559409,,,,,,,
7619,British Virgin Islands,2/3/2022,5928,51,30237,,,,,,,
7620,Brunei,2/3/2022,16691,98,437483,,,,,,,
7621,Bulgaria,2/3/2022,980402,33588,6948445,,,,,,,
7622,Burkina Faso,2/3/2022,20664,372,20903278,,,,,,,
7623,Burundi,2/3/2022,37562,38,11890781,,,,,,,
7624,Cambodia,2/3/2022,121484,3015,16718971,,,,,,,
7625,Cameroon,2/3/2022,116718,1880,26545864,,,,,,,
7626,Canada,2/3/2022,3114115,35007,37742157,,,,,,,
7627,Cape Verde,2/3/2022,55754,396,555988,,,,,,,
7628,"Bonaire, Sint Eustatius and Saba",2/3/2022,7123,29,26221,,,,,,,
7629,Cayman Islands,2/3/2022,15934,15,65720,,,,,,,
7630,Central African Republic,2/3/2022,14023,110,4829764,,,,,,,
7631,Chad,2/3/2022,7157,190,16425859,,,,,,,
7632,Channel Islands,2/3/2022,0,0,173859,,,,,,,
7633,Chile,2/3/2022,2258005,39824,19116209,,,,,,,
7634,China,2/3/2022,153966,5700,1471286879,,,,,,,
7635,Colombia,2/3/2022,5930393,135043,50882884,,,,,,,
7636,Comoros,2/3/2022,7870,160,869595,,,,,,,
7637,Congo (Brazzaville),2/3/2022,23705,371,5518092,,,,,,,
7638,Congo (Kinshasa),2/3/2022,85510,1278,89561404,,,,,,,
7639,Cook Islands,2/3/2022,2,0,17564,,,,,,,
7640,Costa Rica,2/3/2022,715749,7621,5094114,,,,,,,
7641,Cote d'Ivoire,2/3/2022,80783,785,26378275,,,,,,,
7642,Croatia,2/3/2022,963370,13989,4105268,,,,,,,
7643,Cuba,2/3/2022,1049406,8420,11326616,,,,,,,
7644,Curacao,2/3/2022,37526,242,164100,,,,,,,
7645,Cyprus,2/3/2022,265945,736,1207361,,,,,,,
7646,Czechia,2/3/2022,3143912,37325,10708982,,,,,,,
7647,Denmark,2/3/2022,1887161,3811,5792203,,,,,,,
7648,Djibouti,2/3/2022,15492,189,988002,,,,,,,
7649,Dominica,2/3/2022,9502,51,71991,,,,,,,
7650,Dominican Republic,2/3/2022,558936,4315,10847904,,,,,,,
7651,Ecuador,2/3/2022,752635,34676,17643060,,,,,,,
7652,Egypt,2/3/2022,432761,22780,102334403,,,,,,,
7653,El Salvador,2/3/2022,135109,3921,6486201,,,,,,,
7654,Equatorial Guinea,2/3/2022,15828,182,1402985,,,,,,,
7655,Eritrea,2/3/2022,9601,99,3546427,,,,,,,
7656,Estonia,2/3/2022,358087,2047,1326539,,,,,,,
7657,Eswatini,2/3/2022,68505,1376,1160164,,,,,,,
7658,Ethiopia,2/3/2022,466126,7353,114963583,,,,,,,
7659,Falkland Islands,2/3/2022,89,0,3483,,,,,,,
7660,Faroe Islands,2/3/2022,21457,19,48865,,,,,,,
7661,Fiji,2/3/2022,63147,809,896444,,,,,,,
7662,Finland,2/3/2022,507940,2041,5540718,,,,,,,
7663,France,2/3/2022,19649274,129058,65273512,,,,,,,
7664,French Guiana,2/3/2022,76264,379,298682,,,,,,,
7665,French Polynesia,2/3/2022,49521,636,280904,,,,,,,
7666,Gabon,2/3/2022,47148,301,2225728,,,,,,,
7667,Gambia,2/3/2022,11863,364,2416664,,,,,,,
7668,Georgia,2/3/2022,1250108,15102,3989175,,,,,,,
7669,Germany,2/3/2022,10422764,118334,83783945,,,,,,,
7670,Ghana,2/3/2022,157220,1404,31072945,,,,,,,
7671,Gibraltar,2/3/2022,13394,101,33691,,,,,,,
7672,Greece,2/3/2022,2002206,23833,10423056,,,,,,,
7673,Greenland,2/3/2022,10925,6,56772,,,,,,,
7674,Grenada,2/3/2022,12698,211,112519,,,,,,,
7675,Guadeloupe,2/3/2022,104179,855,400127,,,,,,,
7676,Guam,2/3/2022,34610,296,168783,,,,,,,
7677,Guatemala,2/3/2022,702310,16446,17915567,,,,,,,
7678,Guernsey,2/3/2022,11477,30,,,,,,,,
7679,Guinea,2/3/2022,36206,426,13132792,,,,,,,
7680,Guinea-Bissau,2/3/2022,7726,156,1967998,,,,,,,
7681,Guyana,2/3/2022,60676,1176,786559,,,,,,,
7682,Haiti,2/3/2022,29323,876,11402533,,,,,,,
7683,Honduras,2/3/2022,391874,10512,9904608,,,,,,,
7684,Hungary,2/3/2022,1600411,41636,9660350,,,,,,,
7685,Iceland,2/3/2022,72136,47,341250,,,,,,,
7686,India,2/3/2022,41952712,500055,1380004385,,,,,,,
7687,Indonesia,2/3/2022,4414483,144411,273523621,,,,,,,
7688,Iran,2/3/2022,6483799,132624,83992953,,,,,,,
7689,Iraq,2/3/2022,2233725,24455,40222503,,,,,,,
7690,Ireland,2/3/2022,1199217,6228,4937796,,,,,,,
7691,Isle of Man,2/3/2022,21810,73,85032,,,,,,,
7692,Israel,2/3/2022,3095812,9013,8655541,,,,,,,
7693,Italy,2/3/2022,11348701,147734,60461828,,,,,,,
7694,Jamaica,2/3/2022,125250,2677,2961161,,,,,,,
7695,Japan,2/3/2022,3021105,19067,126476458,,,,,,,
7696,Jersey,2/3/2022,31558,103,,,,,,,,
7697,Jordan,2/3/2022,1280106,13271,10203140,,,,,,,
7698,Kazakhstan,2/3/2022,1347183,18570,18776707,,,,,,,
7699,Kenya,2/3/2022,321764,5604,53771300,,,,,,,
7700,Kiribati,2/3/2022,913,0,119446,,,,,,,
7701,Kosovo,2/3/2022,212671,3032,1935259,,,,,,,
7702,Kuwait,2/3/2022,564735,2503,4270563,,,,,,,
7703,Kyrgyzstan,2/3/2022,199164,2896,6524191,,,,,,,
7704,Laos,2/3/2022,135301,558,7275556,,,,,,,
7705,Latvia,2/3/2022,422233,4923,1886202,,,,,,,
7706,Lebanon,2/3/2022,948728,9657,6825442,,,,,,,
7707,Lesotho,2/3/2022,32258,694,2142252,,,,,,,
7708,Liberia,2/3/2022,7272,290,5057677,,,,,,,
7709,Libya,2/3/2022,441959,6044,6871287,,,,,,,
7710,Liechtenstein,2/3/2022,9355,74,38137,,,,,,,
7711,Lithuania,2/3/2022,745657,7941,2722291,,,,,,,
7712,Luxembourg,2/3/2022,163980,956,625976,,,,,,,
7713,Madagascar,2/3/2022,59319,1274,27691019,,,,,,,
7714,Malawi,2/3/2022,84693,2565,19129955,,,,,,,
7715,Malaysia,2/3/2022,2887780,32000,32365998,,,,,,,
7716,Maldives,2/3/2022,145036,280,540542,,,,,,,
7717,Mali,2/3/2022,30148,715,20250834,,,,,,,
7718,Malta,2/3/2022,68433,559,441539,,,,,,,
7719,Marshall Islands,2/3/2022,7,0,59194,,,,,,,
7720,Martinique,2/3/2022,94259,842,375265,,,,,,,
7721,Mauritania,2/3/2022,58381,962,4649660,,,,,,,
7722,Mauritius,2/3/2022,109142,822,1271767,,,,,,,
7723,Mayotte,2/3/2022,36436,187,272813,,,,,,,
7724,Mexico,2/3/2022,5027870,307493,128932753,,,,,,,
7725,Micronesia,2/3/2022,1,0,115021,,,,,,,
7726,Moldova,2/3/2022,455095,10718,4033963,,,,,,,
7727,Monaco,2/3/2022,8183,48,39244,,,,,,,
7728,Mongolia,2/3/2022,853140,2117,3278292,,,,,,,
7729,Montenegro,2/3/2022,221902,2591,628062,,,,,,,
7730,Montserrat,2/3/2022,163,1,4999,,,,,,,
7731,Morocco,2/3/2022,1141708,15515,36910558,,,,,,,
7732,Mozambique,2/3/2022,224143,2180,31255435,,,,,,,
7733,Burma,2/3/2022,536904,19310,54409794,,,,,,,
7734,Namibia,2/3/2022,156102,3973,2540916,,,,,,,
7735,Nepal,2/3/2022,962517,11778,29136808,,,,,,,
7736,Netherlands,2/3/2022,4757035,21310,17134873,,,,,,,
7737,New Caledonia,2/3/2022,24491,284,285491,,,,,,,
7738,New Zealand,2/3/2022,17277,53,4822233,,,,,,,
7739,Nicaragua,2/3/2022,13727,221,6624554,,,,,,,
7740,Niger,2/3/2022,8656,301,24206636,,,,,,,
7741,Nigeria,2/3/2022,253405,3136,206139587,,,,,,,
7742,North Korea,2/3/2022,0,0,25778815,,,,,,,
7743,North Macedonia,2/3/2022,274144,8494,2083380,,,,,,,
7744,Northern Mariana Islands,2/3/2022,5575,23,57557,,,,,,,
7745,Norway,2/3/2022,849389,1467,5421242,,,,,,,
7746,Oman,2/3/2022,346041,4158,5106622,,,,,,,
7747,Pakistan,2/3/2022,1448663,29420,220892331,,,,,,,
7748,Palau,2/3/2022,2115,0,18092,,,,,,,
7749,West Bank and Gaza,2/3/2022,556550,5128,5101416,,,,,,,
7750,Panama,2/3/2022,717171,7788,4314768,,,,,,,
7751,Papua New Guinea,2/3/2022,37390,597,8947027,,,,,,,
7752,Paraguay,2/3/2022,598170,17476,7132530,,,,,,,
7753,Peru,2/3/2022,3308693,206406,32971846,,,,,,,
7754,Philippines,2/3/2022,3585461,54168,109581085,,,,,,,
7755,Poland,2/3/2022,5035796,106060,37846605,,,,,,,
7756,Portugal,2/3/2022,2829347,20077,10196707,,,,,,,
7757,Puerto Rico,2/3/2022,461444,3908,2860840,,,,,,,
7758,Qatar,2/3/2022,342811,651,2881060,,,,,,,
7759,Reunion,2/3/2022,226005,531,895308,,,,,,,
7760,Romania,2/3/2022,2325016,60353,19237682,,,,,,,
7761,Russia,2/3/2022,12090707,326642,145934460,,,,,,,
7762,Rwanda,2/3/2022,129039,1444,12952209,,,,,,,
7763,St. Martin (French part),2/3/2022,9439,61,38659,,,,,,,
7764,Samoa,2/3/2022,33,0,198410,,,,,,,
7765,San Marino,2/3/2022,13328,109,33938,,,,,,,
7766,São Tomé and Príncipe,2/3/2022,5907,70,219161,,,,,,,
7767,Saudi Arabia,2/3/2022,699069,8947,34813867,,,,,,,
