Index,Country,Date,Confirmed Cases,Confirmed Deaths,Population,region,total_cases,cases_in_last_7days,cases_in_last_24hrs,total_deaths,deaths_in_last_7days,deaths_in_last_24hrs
7768,Senegal,2/3/2022,85117,1950,16743930,,,,,,,
7769,Serbia,2/3/2022,1730486,13807,6802111,,,,,,,
7770,Seychelles,2/3/2022,37771,154,98340,,,,,,,
7771,Sierra Leone,2/3/2022,7625,125,7976985,,,,,,,
7772,Singapore,2/3/2022,366473,860,5850343,,,,,,,
7773,Sint Maarten,2/3/2022,9373,79,42882,,,,,,,
7774,Slovakia,2/3/2022,1639953,17896,5459643,,,,,,,
7775,Slovenia,2/3/2022,762840,5912,2078932,,,,,,,
7776,Solomon Islands,2/3/2022,2357,21,686878,,,,,,,
7777,Somalia,2/3/2022,26067,1335,15893219,,,,,,,
7778,South Africa,2/3/2022,3616075,95545,59308690,,,,,,,
7779,South Korea,2/3/2022,934656,6836,51269183,,,,,,,
7780,South Sudan,2/3/2022,16820,137,11193729,,,,,,,
7781,Spain,2/3/2022,10199716,94040,46754783,,,,,,,
7782,Sri Lanka,2/3/2022,614659,15515,21413250,,,,,,,
7783,St. Barthelemy,2/3/2022,3435,6,9885,,,,,,,
7784,St. Helena,2/3/2022,4,0,6071,,,,,,,
7785,St. Kitts and Nevis,2/3/2022,5467,37,53192,,,,,,,
7786,St. Lucia,2/3/2022,21399,333,183629,,,,,,,
7787,St. Pierre and Miquelon,2/3/2022,953,1,5795,,,,,,,
7788,St. Vincent and Grenadines,2/3/2022,7939,95,110947,,,,,,,
7789,Sudan,2/3/2022,58874,3588,43849269,,,,,,,
7790,Suriname,2/3/2022,74858,1274,586634,,,,,,,
7791,Sweden,2/3/2022,2259656,16100,10099270,,,,,,,
7792,Switzerland,2/3/2022,2331213,12768,8654618,,,,,,,
7793,Syria,2/3/2022,51656,2998,17500657,,,,,,,
7794,Tajikistan,2/3/2022,17729,125,9537642,,,,,,,
7795,Tanzania,2/3/2022,33230,789,59734213,,,,,,,
7796,Thailand,2/3/2022,2475632,22250,69799978,,,,,,,
7797,Timor-Leste,2/3/2022,20177,122,1318442,,,,,,,
7798,Togo,2/3/2022,36550,268,8278737,,,,,,,
7799,Tonga,2/3/2022,6,0,105697,,,,,,,
7800,Trinidad and Tobago,2/3/2022,113317,3433,1399491,,,,,,,
7801,Tunisia,2/3/2022,930090,26496,11818618,,,,,,,
7802,Turkey,2/3/2022,11940695,88064,84339067,,,,,,,
7803,Turks and Caicos Islands,2/3/2022,5770,34,38718,,,,,,,
7804,U.S. Virgin Islands,2/3/2022,14963,102,104423,,,,,,,
7805,Uganda,2/3/2022,162049,3545,45741000,,,,,,,
7806,Ukraine,2/3/2022,4363754,107524,43733759,,,,,,,
7807,United Arab Emirates,2/3/2022,851537,2253,9890400,,,,,,,
7808,United Kingdom,2/3/2022,17607832,157730,67886004,,,,,,,
7809,United States,2/3/2022,75512628,894352,331002647,,,,,,,
7810,Uruguay,2/3/2022,700511,6579,3473727,,,,,,,
7811,Uzbekistan,2/3/2022,226036,1575,33469199,,,,,,,
7812,Vanuatu,2/3/2022,7,1,307150,,,,,,,
7813,Holy See,2/3/2022,29,0,809,,,,,,,
7814,Venezuela,2/3/2022,491016,5469,28435943,,,,,,,
7815,Vietnam,2/3/2022,2304095,38063,97338583,,,,,,,
7816,Wallis and Futuna,2/3/2022,454,7,11246,,,,,,,
7817,Yemen,2/3/2022,11145,2020,29825968,,,,,,,
7818,Zambia,2/3/2022,306347,3925,18383956,,,,,,,
7819,Zimbabwe,2/3/2022,230170,5357,14862927,,,,,,,
7820,Afghanistan,2/4/2022,165358,7420,38928341,,,,,,,
7821,Albania,2/4/2022,263172,3371,2877800,,,,,,,
7822,Algeria,2/4/2022,256806,6631,43851043,,,,,,,
7823,American Samoa,2/4/2022,35,0,55197,,,,,,,
7824,Andorra,2/4/2022,36599,147,77265,,,,,,,
7825,Angola,2/4/2022,98340,1896,32866268,,,,,,,
7826,Anguilla,2/4/2022,2384,8,15002,,,,,,,
7827,Antarctica,2/4/2022,11,0,,,,,,,,
7828,Antigua and Barbuda,2/4/2022,6732,127,97928,,,,,,,
7829,Argentina,2/4/2022,8555379,122439,45195777,,,,,,,
7830,Armenia,2/4/2022,383458,8075,2963234,,,,,,,
7831,Aruba,2/4/2022,33242,194,106766,,,,,,,
7832,Australia,2/4/2022,2704275,4154,25499881,,,,,,,
7833,Austria,2/4/2022,1967057,17273,9006400,,,,,,,
7834,Azerbaijan,2/4/2022,683476,8823,10139175,,,,,,,
7835,Bahamas,2/4/2022,32680,748,393248,,,,,,,
7836,Bahrain,2/4/2022,405938,1410,1701583,,,,,,,
7837,Bangladesh,2/4/2022,1844828,28524,164689383,,,,,,,
7838,Barbados,2/4/2022,47124,286,287371,,,,,,,
7839,Belarus,2/4/2022,760845,6116,9449321,,,,,,,
7840,Belgium,2/4/2022,3296038,29227,11589616,,,,,,,
7841,Belize,2/4/2022,53544,629,397621,,,,,,,
7842,Benin,2/4/2022,26498,163,12123198,,,,,,,
7843,Bermuda,2/4/2022,10921,118,62273,,,,,,,
7844,Bhutan,2/4/2022,5720,4,771612,,,,,,,
7845,Bolivia,2/4/2022,867071,21073,11673029,,,,,,,
7846,Bosnia and Herzegovina,2/4/2022,354325,14672,3280815,,,,,,,
7847,Botswana,2/4/2022,256041,2585,2351625,,,,,,,
7848,Brazil,2/4/2022,26326454,631265,212559409,,,,,,,
7849,British Virgin Islands,2/4/2022,5928,51,30237,,,,,,,
7850,Brunei,2/4/2022,16891,98,437483,,,,,,,
7851,Bulgaria,2/4/2022,988518,33688,6948445,,,,,,,
7852,Burkina Faso,2/4/2022,20673,372,20903278,,,,,,,
7853,Burundi,2/4/2022,37562,38,11890781,,,,,,,
7854,Cambodia,2/4/2022,121550,3015,16718971,,,,,,,
7855,Cameroon,2/4/2022,116718,1880,26545864,,,,,,,
7856,Canada,2/4/2022,3127213,35132,37742157,,,,,,,
7857,Cape Verde,2/4/2022,55769,396,555988,,,,,,,
7858,"Bonaire, Sint Eustatius and Saba",2/4/2022,7155,29,26221,,,,,,,
7859,Cayman Islands,2/4/2022,15934,16,65720,,,,,,,
7860,Central African Republic,2/4/2022,14023,110,4829764,,,,,,,
7861,Chad,2/4/2022,7157,190,16425859,,,,,,,
7862,Channel Islands,2/4/2022,0,0,173859,,,,,,,
7863,Chile,2/4/2022,2296712,39867,19116209,,,,,,,
7864,China,2/4/2022,154245,5700,1471286879,,,,,,,
7865,Colombia,2/4/2022,5943783,135282,50882884,,,,,,,
7866,Comoros,2/4/2022,7870,160,869595,,,,,,,
7867,Congo (Brazzaville),2/4/2022,23705,371,5518092,,,,,,,
7868,Congo (Kinshasa),2/4/2022,85510,1278,89561404,,,,,,,
7869,Cook Islands,2/4/2022,2,0,17564,,,,,,,
7870,Costa Rica,2/4/2022,721971,7641,5094114,,,,,,,
7871,Cote d'Ivoire,2/4/2022,80821,786,26378275,,,,,,,
7872,Croatia,2/4/2022,971464,14035,4105268,,,,,,,
7873,Cuba,2/4/2022,1050840,8427,11326616,,,,,,,
7874,Curacao,2/4/2022,37638,246,164100,,,,,,,
7875,Cyprus,2/4/2022,268852,740,1207361,,,,,,,
7876,Czechia,2/4/2022,3181709,37363,10708982,,,,,,,
7877,Denmark,2/4/2022,1927340,3828,5792203,,,,,,,
7878,Djibouti,2/4/2022,15507,189,988002,,,,,,,
7879,Dominica,2/4/2022,9621,51,71991,,,,,,,
7880,Dominican Republic,2/4/2022,560037,4319,10847904,,,,,,,
7881,Ecuador,2/4/2022,761321,34716,17643060,,,,,,,
7882,Egypt,2/4/2022,435052,22819,102334403,,,,,,,
7883,El Salvador,2/4/2022,135109,3927,6486201,,,,,,,
7884,Equatorial Guinea,2/4/2022,15845,182,1402985,,,,,,,
7885,Eritrea,2/4/2022,9619,100,3546427,,,,,,,
7886,Estonia,2/4/2022,366089,2053,1326539,,,,,,,
7887,Eswatini,2/4/2022,68540,1377,1160164,,,,,,,
7888,Ethiopia,2/4/2022,466289,7355,114963583,,,,,,,
7889,Falkland Islands,2/4/2022,91,0,3483,,,,,,,
7890,Faroe Islands,2/4/2022,22908,20,48865,,,,,,,
7891,Fiji,2/4/2022,63274,811,896444,,,,,,,
7892,Finland,2/4/2022,514892,2058,5540718,,,,,,,
7893,France,2/4/2022,19890150,129411,65273512,,,,,,,
7894,French Guiana,2/4/2022,76399,381,298682,,,,,,,
7895,French Polynesia,2/4/2022,49521,636,280904,,,,,,,
7896,Gabon,2/4/2022,47247,302,2225728,,,,,,,
7897,Gambia,2/4/2022,11880,364,2416664,,,,,,,
7898,Georgia,2/4/2022,1272371,15141,3989175,,,,,,,
7899,Germany,2/4/2022,10671602,118504,83783945,,,,,,,
7900,Ghana,2/4/2022,157220,1404,31072945,,,,,,,
7901,Gibraltar,2/4/2022,13467,101,33691,,,,,,,
7902,Greece,2/4/2022,2020846,23927,10423056,,,,,,,
7903,Greenland,2/4/2022,11025,6,56772,,,,,,,
7904,Grenada,2/4/2022,12774,211,112519,,,,,,,
7905,Guadeloupe,2/4/2022,104179,855,400127,,,,,,,
7906,Guam,2/4/2022,35372,296,168783,,,,,,,
7907,Guatemala,2/4/2022,705614,16470,17915567,,,,,,,
7908,Guernsey,2/4/2022,11589,31,,,,,,,,
7909,Guinea,2/4/2022,36248,426,13132792,,,,,,,
7910,Guinea-Bissau,2/4/2022,7749,158,1967998,,,,,,,
7911,Guyana,2/4/2022,61108,1179,786559,,,,,,,
7912,Haiti,2/4/2022,29593,804,11402533,,,,,,,
7913,Honduras,2/4/2022,391874,10512,9904608,,,,,,,
7914,Hungary,2/4/2022,1616846,41741,9660350,,,,,,,
7915,Iceland,2/4/2022,73530,49,341250,,,,,,,
7916,India,2/4/2022,42080664,501114,1380004385,,,,,,,
7917,Indonesia,2/4/2022,4446694,144453,273523621,,,,,,,
7918,Iran,2/4/2022,6520707,132681,83992953,,,,,,,
7919,Iraq,2/4/2022,2240294,24476,40222503,,,,,,,
7920,Ireland,2/4/2022,1205914,6228,4937796,,,,,,,
7921,Isle of Man,2/4/2022,21861,73,85032,,,,,,,
7922,Israel,2/4/2022,3111300,9111,8655541,,,,,,,
7923,Italy,2/4/2022,11449601,148167,60461828,,,,,,,
7924,Jamaica,2/4/2022,125517,2687,2961161,,,,,,,
7925,Japan,2/4/2022,3119303,19170,126476458,,,,,,,
7926,Jersey,2/4/2022,31883,103,,,,,,,,
7927,Jordan,2/4/2022,1301492,13288,10203140,,,,,,,
7928,Kazakhstan,2/4/2022,1353048,18600,18776707,,,,,,,
7929,Kenya,2/4/2022,321922,5604,53771300,,,,,,,
7930,Kiribati,2/4/2022,1037,0,119446,,,,,,,
7931,Kosovo,2/4/2022,214524,3033,1935259,,,,,,,
7932,Kuwait,2/4/2022,570142,2505,4270563,,,,,,,
7933,Kyrgyzstan,2/4/2022,199164,2896,6524191,,,,,,,
7934,Laos,2/4/2022,135660,562,7275556,,,,,,,
7935,Latvia,2/4/2022,432370,4934,1886202,,,,,,,
7936,Lebanon,2/4/2022,957155,9675,6825442,,,,,,,
7937,Lesotho,2/4/2022,32258,694,2142252,,,,,,,
7938,Liberia,2/4/2022,7276,290,5057677,,,,,,,
7939,Libya,2/4/2022,445876,6052,6871287,,,,,,,
7940,Liechtenstein,2/4/2022,9514,74,38137,,,,,,,
7941,Lithuania,2/4/2022,760533,7956,2722291,,,,,,,
7942,Luxembourg,2/4/2022,165958,958,625976,,,,,,,
7943,Madagascar,2/4/2022,59319,1274,27691019,,,,,,,
7944,Malawi,2/4/2022,84738,2567,19129955,,,,,,,
7945,Malaysia,2/4/2022,2895014,32011,32365998,,,,,,,
7946,Maldives,2/4/2022,146991,280,540542,,,,,,,
7947,Mali,2/4/2022,30156,715,20250834,,,,,,,
7948,Malta,2/4/2022,68647,560,441539,,,,,,,
7949,Marshall Islands,2/4/2022,7,0,59194,,,,,,,
7950,Martinique,2/4/2022,94259,842,375265,,,,,,,
7951,Mauritania,2/4/2022,58407,962,4649660,,,,,,,
7952,Mauritius,2/4/2022,110967,822,1271767,,,,,,,
7953,Mayotte,2/4/2022,36474,187,272813,,,,,,,
7954,Mexico,2/4/2022,5106048,308829,128932753,,,,,,,
7955,Micronesia,2/4/2022,1,0,115021,,,,,,,
7956,Moldova,2/4/2022,460307,10734,4033963,,,,,,,
7957,Monaco,2/4/2022,8703,48,39244,,,,,,,
7958,Mongolia,2/4/2022,855079,2121,3278292,,,,,,,
7959,Montenegro,2/4/2022,222434,2596,628062,,,,,,,
7960,Montserrat,2/4/2022,163,1,4999,,,,,,,
7961,Morocco,2/4/2022,1143974,15540,36910558,,,,,,,
7962,Mozambique,2/4/2022,224224,2183,31255435,,,,,,,
7963,Burma,2/4/2022,537223,19310,54409794,,,,,,,
7964,Namibia,2/4/2022,156187,3974,2540916,,,,,,,
7965,Nepal,2/4/2022,964119,11794,29136808,,,,,,,
7966,Netherlands,2/4/2022,4797157,21313,17134873,,,,,,,
7967,New Caledonia,2/4/2022,25780,284,285491,,,,,,,
7968,New Zealand,2/4/2022,17546,53,4822233,,,,,,,
7969,Nicaragua,2/4/2022,13727,221,6624554,,,,,,,
7970,Niger,2/4/2022,8670,301,24206636,,,,,,,
7971,Nigeria,2/4/2022,253540,3136,206139587,,,,,,,
7972,North Korea,2/4/2022,0,0,25778815,,,,,,,
7973,North Macedonia,2/4/2022,275637,8533,2083380,,,,,,,
7974,Northern Mariana Islands,2/4/2022,5687,23,57557,,,,,,,
7975,Norway,2/4/2022,870245,1467,5421242,,,,,,,
7976,Oman,2/4/2022,346041,4158,5106622,,,,,,,
7977,Pakistan,2/4/2022,1454800,29448,220892331,,,,,,,
7978,Palau,2/4/2022,2352,0,18092,,,,,,,
7979,West Bank and Gaza,2/4/2022,556550,5128,5101416,,,,,,,
7980,Panama,2/4/2022,721479,7813,4314768,,,,,,,
7981,Papua New Guinea,2/4/2022,37390,597,8947027,,,,,,,
7982,Paraguay,2/4/2022,598170,17476,7132530,,,,,,,
7983,Peru,2/4/2022,3331290,206646,32971846,,,,,,,
7984,Philippines,2/4/2022,3594002,54214,109581085,,,,,,,
7985,Poland,2/4/2022,5083332,106306,37846605,,,,,,,
7986,Portugal,2/4/2022,2882659,20127,10196707,,,,,,,
7987,Puerto Rico,2/4/2022,462977,3925,2860840,,,,,,,
7988,Qatar,2/4/2022,343808,652,2881060,,,,,,,
7989,Reunion,2/4/2022,226005,531,895308,,,,,,,
7990,Romania,2/4/2022,2356792,60450,19237682,,,,,,,
7991,Russia,2/4/2022,12257664,327310,145934460,,,,,,,
7992,Rwanda,2/4/2022,129084,1445,12952209,,,,,,,
7993,St. Martin (French part),2/4/2022,9439,61,38659,,,,,,,
7994,Samoa,2/4/2022,33,0,198410,,,,,,,
7995,San Marino,2/4/2022,13328,109,33938,,,,,,,
7996,São Tomé and Príncipe,2/4/2022,5908,70,219161,,,,,,,
7997,Saudi Arabia,2/4/2022,702624,8950,34813867,,,,,,,
7998,Senegal,2/4/2022,85143,1953,16743930,,,,,,,
7999,Serbia,2/4/2022,1745005,13868,6802111,,,,,,,
8000,Seychelles,2/4/2022,37771,154,98340,,,,,,,
8001,Sierra Leone,2/4/2022,7627,125,7976985,,,,,,,
8002,Singapore,2/4/2022,379681,866,5850343,,,,,,,
8003,Sint Maarten,2/4/2022,9386,80,42882,,,,,,,
8004,Slovakia,2/4/2022,1660336,17921,5459643,,,,,,,
8005,Slovenia,2/4/2022,774584,5933,2078932,,,,,,,
8006,Solomon Islands,2/4/2022,2357,21,686878,,,,,,,
8007,Somalia,2/4/2022,26067,1335,15893219,,,,,,,
8008,South Africa,2/4/2022,3616075,95545,59308690,,,,,,,
8009,South Korea,2/4/2022,971018,6858,51269183,,,,,,,
8010,South Sudan,2/4/2022,16833,137,11193729,,,,,,,
8011,Spain,2/4/2022,10199716,94040,46754783,,,,,,,
8012,Sri Lanka,2/4/2022,615902,15544,21413250,,,,,,,
8013,St. Barthelemy,2/4/2022,3435,6,9885,,,,,,,
8014,St. Helena,2/4/2022,4,0,6071,,,,,,,
8015,St. Kitts and Nevis,2/4/2022,5469,37,53192,,,,,,,
8016,St. Lucia,2/4/2022,21399,333,183629,,,,,,,
8017,St. Pierre and Miquelon,2/4/2022,964,1,5795,,,,,,,
8018,St. Vincent and Grenadines,2/4/2022,8035,95,110947,,,,,,,
8019,Sudan,2/4/2022,58874,3588,43849269,,,,,,,
8020,Suriname,2/4/2022,75252,1274,586634,,,,,,,
8021,Sweden,2/4/2022,2287785,16180,10099270,,,,,,,
8022,Switzerland,2/4/2022,2364613,12779,8654618,,,,,,,
8023,Syria,2/4/2022,51741,3001,17500657,,,,,,,
8024,Tajikistan,2/4/2022,17733,125,9537642,,,,,,,
8025,Tanzania,2/4/2022,33230,789,59734213,,,,,,,
8026,Thailand,2/4/2022,2486122,22271,69799978,,,,,,,
8027,Timor-Leste,2/4/2022,20240,122,1318442,,,,,,,
8028,Togo,2/4/2022,36550,268,8278737,,,,,,,
8029,Tonga,2/4/2022,7,0,105697,,,,,,,
8030,Trinidad and Tobago,2/4/2022,113898,3448,1399491,,,,,,,
8031,Tunisia,2/4/2022,934712,26548,11818618,,,,,,,
8032,Turkey,2/4/2022,12051852,88312,84339067,,,,,,,
8033,Turks and Caicos Islands,2/4/2022,5774,34,38718,,,,,,,
8034,U.S. Virgin Islands,2/4/2022,14988,102,104423,,,,,,,
8035,Uganda,2/4/2022,162136,3549,45741000,,,,,,,
8036,Ukraine,2/4/2022,4408776,107712,43733759,,,,,,,
8037,United Arab Emirates,2/4/2022,853651,2258,9890400,,,,,,,
8038,United Kingdom,2/4/2022,17689885,157984,67886004,,,,,,,
8039,United States,2/4/2022,75865153,898471,331002647,,,,,,,
8040,Uruguay,2/4/2022,710874,6606,3473727,,,,,,,
8041,Uzbekistan,2/4/2022,226997,1579,33469199,,,,,,,
8042,Vanuatu,2/4/2022,7,1,307150,,,,,,,
8043,Holy See,2/4/2022,29,0,809,,,,,,,
8044,Venezuela,2/4/2022,492678,5474,28435943,,,,,,,
8045,Vietnam,2/4/2022,2315689,38147,97338583,,,,,,,
8046,Wallis and Futuna,2/4/2022,454,7,11246,,,,,,,
8047,Yemen,2/4/2022,11145,2022,29825968,,,,,,,
8048,Zambia,2/4/2022,306777,3928,18383956,,,,,,,
8049,Zimbabwe,2/4/2022,230170,5357,14862927,,,,,,,
8050,Afghanistan,2/5/2022,165711,7425,38928341,,,,,,,
8051,Albania,2/5/2022,263172,3371,2877800,,,,,,,
8052,Algeria,2/5/2022,257598,6640,43851043,,,,,,,
8053,American Samoa,2/5/2022,35,0,55197,,,,,,,
8054,Andorra,2/5/2022,36599,147,77265,,,,,,,
8055,Angola,2/5/2022,98351,1896,32866268,,,,,,,
8056,Anguilla,2/5/2022,2384,8,15002,,,,,,,
8057,Antarctica,2/5/2022,11,0,,,,,,,,
8058,Antigua and Barbuda,2/5/2022,6732,127,97928,,,,,,,
8059,Argentina,2/5/2022,8577215,122584,45195777,,,,,,,
8060,Armenia,2/5/2022,387490,8081,2963234,,,,,,,
8061,Aruba,2/5/2022,33282,195,106766,,,,,,,
8062,Australia,2/5/2022,2727260,4200,25499881,,,,,,,
8063,Austria,2/5/2022,2003905,17297,9006400,,,,,,,
8064,Azerbaijan,2/5/2022,691180,8846,10139175,,,,,,,
8065,Bahamas,2/5/2022,32715,749,393248,,,,,,,
8066,Bahrain,2/5/2022,413372,1411,1701583,,,,,,,
8067,Bangladesh,2/5/2022,1853187,28560,164689383,,,,,,,
8068,Barbados,2/5/2022,47777,286,287371,,,,,,,
8069,Belarus,2/5/2022,769076,6132,9449321,,,,,,,
8070,Belgium,2/5/2022,3296038,29227,11589616,,,,,,,
8071,Belize,2/5/2022,53544,629,397621,,,,,,,
8072,Benin,2/5/2022,26498,163,12123198,,,,,,,
8073,Bermuda,2/5/2022,10921,118,62273,,,,,,,
8074,Bhutan,2/5/2022,5934,4,771612,,,,,,,
8075,Bolivia,2/5/2022,871749,21129,11673029,,,,,,,
8076,Bosnia and Herzegovina,2/5/2022,354325,14672,3280815,,,,,,,
8077,Botswana,2/5/2022,256041,2585,2351625,,,,,,,
8078,Brazil,2/5/2022,26484546,632095,212559409,,,,,,,
8079,British Virgin Islands,2/5/2022,5928,51,30237,,,,,,,
8080,Brunei,2/5/2022,17404,98,437483,,,,,,,
8081,Bulgaria,2/5/2022,993255,33728,6948445,,,,,,,
8082,Burkina Faso,2/5/2022,20679,372,20903278,,,,,,,
8083,Burundi,2/5/2022,37562,38,11890781,,,,,,,
8084,Cambodia,2/5/2022,121662,3015,16718971,,,,,,,
8085,Cameroon,2/5/2022,116718,1880,26545864,,,,,,,
8086,Canada,2/5/2022,3133836,35194,37742157,,,,,,,
8087,Cape Verde,2/5/2022,55772,396,555988,,,,,,,
8088,"Bonaire, Sint Eustatius and Saba",2/5/2022,7184,29,26221,,,,,,,
8089,Cayman Islands,2/5/2022,15934,16,65720,,,,,,,
8090,Central African Republic,2/5/2022,14023,110,4829764,,,,,,,
8091,Chad,2/5/2022,7157,190,16425859,,,,,,,
8092,Channel Islands,2/5/2022,0,0,173859,,,,,,,
8093,Chile,2/5/2022,2335034,39930,19116209,,,,,,,
8094,China,2/5/2022,154764,5700,1471286879,,,,,,,
8095,Colombia,2/5/2022,5956350,135518,50882884,,,,,,,
8096,Comoros,2/5/2022,7928,160,869595,,,,,,,
8097,Congo (Brazzaville),2/5/2022,23705,371,5518092,,,,,,,
8098,Congo (Kinshasa),2/5/2022,85510,1278,89561404,,,,,,,
8099,Cook Islands,2/5/2022,2,0,17564,,,,,,,
8100,Costa Rica,2/5/2022,721971,7641,5094114,,,,,,,
8101,Cote d'Ivoire,2/5/2022,80901,786,26378275,,,,,,,
8102,Croatia,2/5/2022,979000,14078,4105268,,,,,,,
8103,Cuba,2/5/2022,1052220,8431,11326616,,,,,,,
8104,Curacao,2/5/2022,37747,246,164100,,,,,,,
8105,Cyprus,2/5/2022,271420,741,1207361,,,,,,,
8106,Czechia,2/5/2022,3210488,37410,10708982,,,,,,,
8107,Denmark,2/5/2022,1966530,3863,5792203,,,,,,,
8108,Djibouti,2/5/2022,15510,189,988002,,,,,,,
8109,Dominica,2/5/2022,9722,51,71991,,,,,,,
8110,Dominican Republic,2/5/2022,561657,4322,10847904,,,,,,,
8111,Ecuador,2/5/2022,766398,34730,17643060,,,,,,,
8112,Egypt,2/5/2022,437350,22877,102334403,,,,,,,
8113,El Salvador,2/5/2022,135109,3933,6486201,,,,,,,
8114,Equatorial Guinea,2/5/2022,15845,182,1402985,,,,,,,
8115,Eritrea,2/5/2022,9631,100,3546427,,,,,,,
8116,Estonia,2/5/2022,373900,2056,1326539,,,,,,,
8117,Eswatini,2/5/2022,68551,1377,1160164,,,,,,,
8118,Ethiopia,2/5/2022,466455,7356,114963583,,,,,,,
8119,Falkland Islands,2/5/2022,91,0,3483,,,,,,,
8120,Faroe Islands,2/5/2022,22908,20,48865,,,,,,,
8121,Fiji,2/5/2022,63274,811,896444,,,,,,,
8122,Finland,2/5/2022,514892,2058,5540718,,,,,,,
8123,France,2/5/2022,20104692,129581,65273512,,,,,,,
8124,French Guiana,2/5/2022,76399,381,298682,,,,,,,
8125,French Polynesia,2/5/2022,49521,636,280904,,,,,,,
8126,Gabon,2/5/2022,47247,302,2225728,,,,,,,
8127,Gambia,2/5/2022,11880,364,2416664,,,,,,,
8128,Georgia,2/5/2022,1295505,15174,3989175,,,,,,,
8129,Germany,2/5/2022,10889417,118676,83783945,,,,,,,
8130,Ghana,2/5/2022,157541,1412,31072945,,,,,,,
8131,Gibraltar,2/5/2022,13577,101,33691,,,,,,,
8132,Greece,2/5/2022,2036869,23999,10423056,,,,,,,
8133,Greenland,2/5/2022,11025,6,56772,,,,,,,
8134,Grenada,2/5/2022,12834,211,112519,,,,,,,
8135,Guadeloupe,2/5/2022,104179,855,400127,,,,,,,
8136,Guam,2/5/2022,35769,296,168783,,,,,,,
8137,Guatemala,2/5/2022,709910,16495,17915567,,,,,,,
8138,Guernsey,2/5/2022,11697,31,,,,,,,,
8139,Guinea,2/5/2022,36262,428,13132792,,,,,,,
8140,Guinea-Bissau,2/5/2022,7749,158,1967998,,,,,,,
8141,Guyana,2/5/2022,61404,1180,786559,,,,,,,
8142,Haiti,2/5/2022,29593,804,11402533,,,,,,,
8143,Honduras,2/5/2022,391874,10512,9904608,,,,,,,
8144,Hungary,2/5/2022,1616846,41741,9660350,,,,,,,
8145,Iceland,2/5/2022,73530,49,341250,,,,,,,
8146,India,2/5/2022,42188138,501979,1380004385,,,,,,,
8147,Indonesia,2/5/2022,4480423,144497,273523621,,,,,,,
8148,Iran,2/5/2022,6543837,132745,83992953,,,,,,,
8149,Iraq,2/5/2022,2244610,24499,40222503,,,,,,,
8150,Ireland,2/5/2022,1205914,6228,4937796,,,,,,,
8151,Isle of Man,2/5/2022,21861,73,85032,,,,,,,
8152,Israel,2/5/2022,3142811,9138,8655541,,,,,,,
8153,Italy,2/5/2022,11542793,148542,60461828,,,,,,,
8154,Jamaica,2/5/2022,125781,2691,2961161,,,,,,,
8155,Japan,2/5/2022,3221623,19286,126476458,,,,,,,
8156,Jersey,2/5/2022,32148,104,,,,,,,,
8157,Jordan,2/5/2022,1314243,13300,10203140,,,,,,,
8158,Kazakhstan,2/5/2022,1353048,18600,18776707,,,,,,,
8159,Kenya,2/5/2022,322043,5607,53771300,,,,,,,
8160,Kiribati,2/5/2022,1387,0,119446,,,,,,,
8161,Kosovo,2/5/2022,216245,3037,1935259,,,,,,,
8162,Kuwait,2/5/2022,574587,2508,4270563,,,,,,,
8163,Kyrgyzstan,2/5/2022,199326,2899,6524191,,,,,,,
8164,Laos,2/5/2022,136148,565,7275556,,,,,,,
8165,Latvia,2/5/2022,442871,4945,1886202,,,,,,,
8166,Lebanon,2/5/2022,965627,9694,6825442,,,,,,,
8167,Lesotho,2/5/2022,32258,694,2142252,,,,,,,
8168,Liberia,2/5/2022,7276,290,5057677,,,,,,,
8169,Libya,2/5/2022,445876,6052,6871287,,,,,,,
8170,Liechtenstein,2/5/2022,9611,74,38137,,,,,,,
8171,Lithuania,2/5/2022,775255,7974,2722291,,,,,,,
8172,Luxembourg,2/5/2022,165958,958,625976,,,,,,,
8173,Madagascar,2/5/2022,61434,1307,27691019,,,,,,,
8174,Malawi,2/5/2022,84795,2570,19129955,,,,,,,
8175,Malaysia,2/5/2022,2904131,32025,32365998,,,,,,,
8176,Maldives,2/5/2022,148580,281,540542,,,,,,,
8177,Mali,2/5/2022,30156,715,20250834,,,,,,,
8178,Malta,2/5/2022,68842,565,441539,,,,,,,
8179,Marshall Islands,2/5/2022,7,0,59194,,,,,,,
8180,Martinique,2/5/2022,94259,842,375265,,,,,,,
8181,Mauritania,2/5/2022,58443,964,4649660,,,,,,,
8182,Mauritius,2/5/2022,112844,822,1271767,,,,,,,
8183,Mayotte,2/5/2022,36474,187,272813,,,,,,,
8184,Mexico,2/5/2022,5141291,309417,128932753,,,,,,,
8185,Micronesia,2/5/2022,1,0,115021,,,,,,,
8186,Moldova,2/5/2022,464234,10755,4033963,,,,,,,
8187,Monaco,2/5/2022,8761,48,39244,,,,,,,
8188,Mongolia,2/5/2022,858376,2124,3278292,,,,,,,
8189,Montenegro,2/5/2022,222961,2599,628062,,,,,,,
8190,Montserrat,2/5/2022,163,1,4999,,,,,,,
8191,Morocco,2/5/2022,1146041,15575,36910558,,,,,,,
8192,Mozambique,2/5/2022,224309,2183,31255435,,,,,,,
8193,Burma,2/5/2022,537569,19310,54409794,,,,,,,
8194,Namibia,2/5/2022,156301,3977,2540916,,,,,,,
8195,Nepal,2/5/2022,965222,11803,29136808,,,,,,,
